,Código da IES,Nome da IES*,Sigla da IES*,Município do Curso**,Sigla da UF** ,Conceito Enade (Contínuo),Conceito Enade (Faixa)
270,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Recife,PE,3.708,4
271,581.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Porto Alegre,RS,4.338,5
272,582.0,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Santa Maria,RS,3.819,4
273,582.0,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Santa Maria,RS,4.842,5
274,583.0,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Fortaleza,CE,3.324,4
275,583.0,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Quixadá,CE,2.425,3
276,583.0,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Crateús,CE,3.293,4
277,583.0,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Russas,CE,2.597,3
278,584.0,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Goiânia,GO,3.302,4
279,585.0,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Florianópolis,SC,4.088,5
280,586.0,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Rio de Janeiro,RJ,3.826,4
281,587.0,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Recife,PE,4.261,5
282,587.0,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Recife,PE,2.336,3
283,587.0,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Recife,PE,3.232,4
284,588.0,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Ponta Grossa,PR,2.825,3
285,588.0,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Francisco Beltrão,PR,2.253,3
286,588.0,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Medianeira,PR,2.598,3
287,588.0,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Campo Mourão,PR,2.939,3
288,588.0,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Santa Helena,PR,2.512,3
289,589.0,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Mossoró,RN,3.225,4
290,589.0,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Angicos,RN,1.173,2
291,589.0,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Mossoró,RN,1.323,2
295,591.0,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,São José dos Campos,SP,3.995,5
296,592.0,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Lavras,MG,2.903,3
297,593.0,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,CEFET/RJ,Rio de Janeiro,RJ,2.86,3
298,595.0,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Alfenas,MG,2.989,4
299,598.0,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,UNIFEI,Itajubá,MG,3.46,4
300,599.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,Valença,BA,0.871,1
301,599.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,Porto Seguro,BA,2.335,3
302,599.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,Jacobina,BA,2.778,3
303,600.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,Imperatriz,MA,2.337,3
304,600.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,Caxias,MA,2.426,3
305,601.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,Ibirubá,RS,2.063,3
306,605.0,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,USCS,São Caetano do Sul,SP,1.123,2
307,610.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DO RIO DE JANEIRO,UNINASSAU,Rio de Janeiro,RJ,1.512,2
309,634.0,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Pelotas,RS,2.959,4
310,641.0,UNIVERSIDADE LA SALLE,UNILASALLE,Canoas,RS,2.054,3
311,664.0,UNIVERSIDADE VILA VELHA,UVV,Vila Velha,ES,3.608,4
312,668.0,CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS,CIESA,Manaus,AM,1.06,2
313,671.0,UNIVERSIDADE ANHANGUERA,UNIDERP,Campo Grande,MS,1.451,2
314,688.0,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,Vitória da Conquista,BA,2.456,3
315,692.0,FACULDADE DE PETROLINA,FACAPE,Petrolina,PE,1.255,2
316,694.0,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Campo Grande,MS,3.241,4
317,694.0,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Ponta Porã,MS,1.452,2
318,699.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Porto Velho,RO,1.948,3
319,718.0,UNIVERSIDADE POTIGUAR,UNP,Natal,RN,2.125,3
320,719.0,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Barra do Bugres,MT,1.171,2
321,719.0,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Alto Araguaia,MT,2.666,3
322,719.0,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Cáceres,MT,0.521,1
324,719.0,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Alto Araguaia,MT,1.401,2
325,719.0,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Cáceres,MT,1.121,2
326,719.0,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Rondonópolis,MT,1.415,2
327,730.0,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Ponta Grossa,PR,2.102,3
328,756.0,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Parnaíba,PI,2.05,3
329,756.0,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Teresina,PI,2.783,3
330,756.0,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Piripiri,PI,1.193,2
331,789.0,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Boa Vista,RR,2.573,3
333,802.0,CENTRO UNIVERSITÁRIO UNICARIOCA,UNICARIOCA,Rio de Janeiro,RJ,1.85,2
334,802.0,CENTRO UNIVERSITÁRIO UNICARIOCA,UNICARIOCA,Rio de Janeiro,RJ,2.005,3
335,830.0,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Macapá,AP,2.503,3
336,916.0,FACULDADE ESTÁCIO DE TERESINA,ESTÁCIO TERESINA,Teresina,PI,1.301,2
337,1027.0,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UENF,Campos dos Goytacazes,RJ,3.326,4
338,1028.0,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Dourados,MS,2.053,3
339,1028.0,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Nova Andradina,MS,1.42,2
340,1032.0,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Lorena,SP,1.384,2
341,1049.0,INSTITUTO DE ENSINO SUPERIOR FUCAPI,CESF,Manaus,AM,1.529,2
342,1059.0,FACULDADE LOURENÇO FILHO,FLF,Fortaleza,CE,2.583,3
343,1060.0,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,IESB,Brasília,DF,3.304,4
346,1092.0,FACULDADES INTEGRADAS DE BAURU,FIB,Bauru,SP,1.698,2
347,1100.0,Centro Universitário Carlos Drummond de Andrade,UniDrummond,São Paulo,SP,0.766,1
348,1126.0,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Guarapuava,PR,2.667,3
349,1149.0,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,CEUNSP,Salto,SP,1.197,2
350,1166.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,João Pessoa,PB,1.83,2
351,1185.0,CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,Salvador,BA,4.481,5
352,1232.0,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,UNIANDRADE,Curitiba,PR,1.896,2
354,1255.0,Centro Universitário FBV Wyden,UniFBV Wyden,Recife,PE,1.812,2
356,1267.0,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,IESGF,São José,SC,1.544,2
357,1270.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Ribeirão Preto,SP,1.751,2
358,1270.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Ribeirão Preto,SP,0.352,1
359,1273.0,Centro Universitário Campo Limpo Paulista, UNIFACCAMP,Campo Limpo Paulista,SP,0.835,1
360,1292.0,Centro Universitário de Adamantina,FAI,Adamantina,SP,1.451,2
361,1294.0,Centro Universitário das Américas,CAM,São Paulo,SP,0.932,1
362,1303.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,Rio Verde,GO,2.263,3
363,1303.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,Morrinhos,GO,2.985,4
364,1310.0,FACULDADE DE AMERICANA,FAM,Americana,SP,0.905,1
365,1362.0,Centro Universitário Governador Ozanam Coelho,UNIFAGOC,Ubá,MG,3.167,4
366,1365.0,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,São Paulo,SP,2.156,3
368,1396.0,Centro Universitário Dinâmica das Cataratas,UDC,Foz do Iguaçu,PR,1.295,2
370,1422.0,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Manaus,AM,1.179,2
371,1434.0,Centro Universitário de Itapira Uniesi,UNIESI,Itapira,SP,0.899,1
372,1472.0,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Indaial,SC,1.509,2
373,1490.0,CENTRO UNIVERSITÁRIO DE JAGUARIÚNA,UniFAJ,Jaguariúna,SP,2.12,3
375,1557.0,UNIVERSIDADE FUMEC,FUMEC,Belo Horizonte,MG,2.571,3
376,1568.0,FACULDADES DOCTUM DE CARATINGA,DOCTUM,Caratinga,MG,1.83,2
377,1578.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,Pelotas,RS,1.95,3
378,1578.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,Passo Fundo,RS,2.373,3
379,1658.0,CENTRO UNIVERSITÁRIO DA GRANDE FORTALEZA,UNIGRANDE,Fortaleza,CE,2.016,3
382,1708.0,CENTRO UNIVERSITARIO DO RECIFE,UNIPESU,Recife,PE,1.996,3
383,1759.0,CENTRO UNIVERSITÁRIO PADRE JOÃO BAGOZZI,UNIBAGOZZI,Curitiba,PR,1.807,2
384,1775.0,Centro Universitário Favip Wyden,UniFavip Wyden,Caruaru,PE,2.362,3
385,1805.0,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,Jaboatão dos Guararapes,PE,0.866,1
386,1805.0,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,Recife,PE,1.074,2
387,1807.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,Aracati,CE,1.62,2
388,1807.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,Tianguá,CE,1.786,2
389,1807.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,Maracanaú,CE,2.638,3
390,1808.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,Vitória,ES,2.155,3
391,1810.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,Presidente Epitácio,SP,3.607,4
392,1811.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,Anápolis,GO,3.238,4
394,1818.0,FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,Belo Horizonte,MG,1.943,2
396,1820.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,Teresina,PI,1.92,2
397,1850.0,FACULDADE SANTA MARIA DA GLÓRIA,SMG,Maringá,PR,1.128,2
399,1876.0,FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUAÇU,FMPFM,Mogi Guaçu,SP,0.375,1
400,1878.0,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS,FEI,São Bernardo do Campo,SP,2.533,3
401,2148.0,FACULDADE DE PALMAS,FAPAL,Palmas,TO,0.855,1
402,2150.0,CENTRO UNIVERSITÁRIO DO PIAUÍ,UNIFAPI,Teresina,PI,1.647,2
403,2244.0,FACULDADE DA CIDADE DE MACEIÓ,FACIMA,Maceió,AL,0.873,1
404,2279.0,Centro Universitário Metrocamp Wyden,UniMetrocamp Wyden,Campinas,SP,1.561,2
405,2383.0,FACULDADE MERIDIONAL,IMED,Passo Fundo,RS,1.652,2
406,2437.0,FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS,PIT TEIXEIRA,Teixeira de Freitas,BA,1.934,2
407,2564.0,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Campina Grande,PB,3.329,4
408,2620.0,FACULDADE DE AMPÉRE,FAMPER,Ampére,PR,1.772,2
410,2835.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,Recife,PE,1.651,2
411,2855.0,FACULDADE SÃO FRANCISCO DE ASSIS,FSFA,Porto Alegre,RS,2.118,3
413,2950.0,Centro Universitário FADERGS,FADERGS,Porto Alegre,RS,2.085,3
414,3099.0,FACULDADE INTERNACIONAL DA PARAÍBA,FPB,João Pessoa,PB,0.998,2
415,3151.0,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Chapecó,SC,1.884,2
416,3161.0,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano",IF Sertão,Petrolina,PE,1.784,2
417,3162.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",IFSC,Lages,SC,2.017,3
418,3163.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,Pinheiral,RJ,2.659,3
419,3165.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",IFTM,Uberlândia,MG,2.382,3
420,3165.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",IFTM,Uberaba,MG,1.825,2
421,3165.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",IFTM,Ituiutaba,MG,2.33,3
422,3172.0,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Manaus,AM,2.772,3
423,3172.0,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Itacoatiara,AM,1.933,2
424,3188.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,Montes Claros,MG,3.754,4
425,3188.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,Montes Claros,MG,1.556,2
426,3189.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,Formiga,MG,2.627,3
427,3189.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,Ouro Branco,MG,2.043,3
428,3279.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSEMG,Rio Pomba,MG,2.098,3
429,3303.0,Faculdade Invest de Ciências e Tecnologia,INVEST,Cuiabá,MT,1.107,2
430,3368.0,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,UNIS-MG,Varginha,MG,1.985,3
431,3529.0,CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,UNIVEM,Marília,SP,2.351,3
432,3840.0,CENTRO UNIVERSITÁRIO FACVEST,UNIFACVEST,Lages,SC,1.014,2
433,3849.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,Palmas,TO,2.574,3
434,3875.0,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ,UNIFEG,Guaxupé,MG,1.942,2
437,3983.0,CENTRO UNIVERSITÁRIO DE FORMIGA,UNIFORMG,Formiga,MG,1.245,2
438,3985.0,CENTRO UNIVERSITÁRIO SENAC,SENACSP,São Paulo,SP,2.404,3
439,4007.0,"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",FATECE,Pirassununga,SP,1.078,2
440,4017.0,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,UNIANCHIETA,Jundiaí,SP,1.611,2
441,4098.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,Santo Augusto,RS,2.967,4
442,4098.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,Santo Ângelo,RS,3.041,4
445,4358.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,Machado,MG,1.815,2
446,4358.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,Muzambinho,MG,1.394,2
447,4358.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,Passos,MG,2.417,3
448,4362.0,FACULDADE PITÁGORAS DE BETIM,PITÁGORAS-BETIM,Betim,MG,1.199,2
449,4504.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Dourados,MS,1.765,2
450,4530.0,CENTRO UNIVERSITÁRIO TIRADENTES,UNIT,Maceió,AL,1.963,3
453,4786.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,Araguatins,TO,1.433,2
454,4786.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,Porto Nacional,TO,0.553,1
455,4786.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,Dianópolis,TO,1.652,2
456,4786.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,Colinas do Tocantins,TO,1.875,2
460,4925.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,Santo André,SP,4.064,5
461,5013.0,CENTRO UNIVERSITÁRIO ESTADUAL DA ZONA OESTE,UEZO,Rio de Janeiro,RJ,2.139,3
462,5036.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,Rio do Sul,SC,2.721,3
463,5036.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,Videira,SC,2.09,3
464,5077.0,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,Boa Vista,RR,1.145,2
466,5322.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Alegrete,RS,2.544,3
470,14408.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA",IFB,Brasília,DF,3.197,4
471,14408.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA",IFB,Brasília,DF,3.146,4
472,14509.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IFBAIANO,Senhor do Bonfim,BA,3.352,4
473,15015.0,Universidade Estadual do Norte do Paraná,UENP,Bandeirantes,PR,3.14,4
474,15015.0,Universidade Estadual do Norte do Paraná,UENP,Bandeirantes,PR,2.21,3
475,15059.0,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,Santarém,PA,1.729,2
476,15121.0,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Chapecó,SC,3.277,4
477,15450.0,Faculdade Única de Ipatinga,FUNIP,Ipatinga,MG,2.2,3
478,15522.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",IFAP,Macapá,AP,1.973,3
479,18492.0,Universidade Estadual do Paraná,UNESPAR,Apucarana,PR,2.289,3
480,19327.0,Faculdade Cesar,FCE,Recife,PE,3.914,4
481,25274.0,UNIVERSIDADE FEDERAL DE CATALÃO,UFCAT,Catalão,GO,2.564,3
482,25275.0,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,UFAPE,Garanhuns,PE,3.328,4
483,25282.0,UNIVERSIDADE FEDERAL DE JATAÍ,UFJ,Jataí,GO,2.118,3
484,1.0,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Cuiabá,MT,2.751,3
485,1.0,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pontal do Araguaia,MT,2.355,3
486,1.0,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Cuiabá,MT,3.116,4
487,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Brasília,DF,4.342,5
488,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Brasília,DF,4.525,5
489,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,São Cristóvão,SE,3.001,4
490,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,São Cristóvão,SE,3.004,4
491,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Itabaiana,SE,2.367,3
492,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,São Cristóvão,SE,0.947,2
493,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Manaus,AM,2.955,4
494,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Manaus,AM,1.444,2
495,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Manaus,AM,2.178,3
496,5.0,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Teresina,PI,3.546,4
497,5.0,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Bom Jesus,PI,1.577,2
498,5.0,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Picos,PI,1.578,2
499,5.0,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Teresina,PI,0.765,1
500,5.0,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Floriano,PI,2.017,3
501,5.0,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Teresina,PI,2.511,3
502,6.0,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Ouro Preto,MG,3.075,4
503,6.0,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Ouro Preto,MG,3.78,4
504,7.0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,São Carlos,SP,3.539,4
505,7.0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Sorocaba,SP,3.948,5
506,7.0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Sorocaba,SP,3.841,4
507,7.0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Araras,SP,3.236,4
508,7.0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Sorocaba,SP,3.833,4
509,7.0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,São Carlos,SP,4.112,5
510,7.0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Buri,SP,3.524,4
511,8.0,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Viçosa,MG,4.246,5
512,8.0,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Florestal,MG,3.108,4
513,8.0,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Viçosa,MG,4.388,5
514,8.0,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Rio Paranaíba,MG,3.434,4
515,9.0,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Londrina,PR,3.9,4
516,9.0,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Londrina,PR,3.9,4
517,10.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Curitiba,PR,3.8,4
518,10.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Curitiba,PR,4.291,5
519,11.0,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Recife,PE,2.396,3
520,11.0,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Recife,PE,1.92,2
521,12.0,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Rio Grande,RS,2.885,3
522,12.0,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Rio Grande,RS,3.663,4
523,13.0,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Caxias do Sul,RS,2.575,3
524,13.0,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Bento Gonçalves,RS,2.246,3
525,13.0,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Caxias do Sul,RS,3.611,4
526,13.0,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Bento Gonçalves,RS,2.138,3
